x,y
0.4984719875677417,-0.03328313253012048
0.6137746057001974,-0.03304408108624976
0.728636085728849,-0.03525052591317651
0.8772360375884231,-0.039465002868617316
1.0876540486723558,-0.04927806463951041
1.3419153487532023,-0.06347772040543125
1.4999204032487528,-0.07351549053356282
1.6969917230952887,-0.08848250143430865
1.8521212114344907,-0.0995697074010327
2.0434642098244886,-0.11484748517881048
2.2440193257480137,-0.13075157773952956
2.471960168115387,-0.14826209600305984
2.7459606189504058,-0.16910977242302544
3.1049245888726364,-0.1942364696882769
3.3936929070613413,-0.21226572958500667
3.7849290151416604,-0.23216437177280552
4.2021949503618075,-0.24808280742015681
4.6498338202934875,-0.2587875310766877
4.987889391675744,-0.262205966724039
5.3279719631283955,-0.26204580225664564
5.7127825852253284,-0.2567723274048575
6.170682996520332,-0.24508032128514057
6.439908559461306,-0.23804025626314784
6.8941814844633456,-0.2197002294893861
7.415737813281396,-0.19659829795371964
8.001119728410963,-0.16941575827117994
8.671079154623648,-0.138030694205393
9.345023884155582,-0.10934452094090648
10.09903676852532,-0.08197313061770893
10.528779777181356,-0.06726668579078217
