x,y
6.965061293394363,-0.00679010302453556
9.304112778135526,-0.05401671562745665
11.560062026778729,-0.13181637634986965
13.94172709988744,-0.20576978774463156
16.213204677349996,-0.2489966485994456
18.4700173536968,-0.2683987752906616
20.826001305075003,-0.2701770863502834
23.200964152001237,-0.26260043857834414
25.567011263967366,-0.2492775869916008
27.86195420712522,-0.23382307915097855
32.15470917028321,-0.20495014274483841
36.995234911567536,-0.174823120526294
41.32119244115019,-0.15215689519632586
47.456472528367655,-0.1264206214572386
53.39808470105348,-0.10650295833505731
63.16671411086359,-0.08348628408291613
71.75134447610195,-0.07023583929827465
82.38798171008135,-0.05799329719889114
100.1164413530187,-0.045875294799122834
120.02733352486176,-0.03893003434151185
