x,y
6.9592584261866985,0.00009433571930986262
10.23828901846289,-0.0011916090860192782
11.621306957527995,-0.002859861806446269
13.891172258435837,-0.009501013695229425
16.269651414864974,-0.02228805494641896
18.558237515977396,-0.037606437999089734
23.524644798347587,-0.06972319913939344
26.001685053396542,-0.08181803136248912
28.320053038667584,-0.09040547809177045
31.288740188707422,-0.09786627498034671
33.39413677921009,-0.10131863130456369
36.97836675761981,-0.10455376722247507
41.10084195478974,-0.10494476395382514
47.73115957713093,-0.10191815962596713
55.868645846458094,-0.09492655881501096
65.52110275908025,-0.08498076047829865
74.27020013279734,-0.07647151309528734
90.71431280464861,-0.0626012660846539
109.60696259857491,-0.05040506433861558
120.1992253170286,-0.04509619760850676
