x,y
7.038947550674786,-0.0009772849517977536
9.293145397045489,-0.004354338201828789
11.619114061518061,-0.018977615954321653
14.016251284941315,-0.04602010840332657
16.931889113765013,-0.08337912201580537
18.61260106420303,-0.10316355662211925
20.60512702768502,-0.12086846787206752
23.048227011842023,-0.1362795316314287
25.390311385174556,-0.14524639000372375
27.74782839104711,-0.14968058256444206
30.510799596927452,-0.15076089205180188
33.677872361137126,-0.14882328602755596
38.11012960020815,-0.14227481484546317
43.09113026322727,-0.13235508295750753
52.28295273381206,-0.11297033389879597
65.23014873087044,-0.08947287848069842
75.3099094091154,-0.07540568496834789
94.67137492547798,-0.05643799908974305
110.56954029668313,-0.04618229964003476
120.17087457030377,-0.041785758616409444
